CustomerKey,GeographyKey,City,Country,Title,full name,BirthDate,Gender,EmailAddress,DateFirstPurchase
13674,200,Paris,France,NULL,DrewShen,1985-07-12,Male,drew2@adventure-works.com,2021-05-05
13675,256,London,United Kingdom,NULL,StanleySai,1985-10-07,Male,stanley6@adventure-works.com,2021-06-16
13676,270,W. York,United Kingdom,NULL,GeorgeKapoor,1986-01-14,Male,george7@adventure-works.com,2021-03-27
13677,174,Saarbrücken,Germany,NULL,BrianAlbrecht,1983-09-25,Female,brian35@adventure-works.com,2022-01-04
13678,240,High Wycombe,United Kingdom,NULL,WarrenGoel,1979-12-23,Male,warren9@adventure-works.com,2019-02-23
13679,242,Lancaster,United Kingdom,NULL,SandraLi,1979-08-03,Female,sandra9@adventure-works.com,2019-02-23
13680,271,Warrington,United Kingdom,NULL,JanWatson,1980-05-16,Female,jan4@adventure-works.com,2019-02-17
13681,196,Paris,France,NULL,AdamHall,1979-05-18,Male,adam51@adventure-works.com,2021-10-01
13682,160,Paderborn,Germany,NULL,FernandoLopez,1978-10-23,Male,fernando27@adventure-works.com,2021-06-13
13683,168,Kiel,Germany,NULL,SheilaTorres,1979-06-02,Female,sheila12@adventure-works.com,2021-10-13
13684,133,Kassel,Germany,NULL,FrancisDominguez,1983-05-11,Male,francis10@adventure-works.com,2021-11-29
13685,123,Berlin,Germany,NULL,BrianaTorres,1984-02-13,Female,briana11@adventure-works.com,2019-04-29
13686,128,Dresden,Germany,NULL,PeterJai,1979-04-13,Male,peter17@adventure-works.com,2019-04-08
13687,234,Bury,United Kingdom,NULL,MarioXie,1979-02-15,Male,mario2@adventure-works.com,2019-02-09
13688,264,Oxon,United Kingdom,NULL,RubenSanchez,1978-12-17,Male,ruben21@adventure-works.com,2021-06-29
13689,277,York,United Kingdom,NULL,TeresaRamos,1978-10-19,Female,teresa18@adventure-works.com,2019-02-21
13690,270,W. York,United Kingdom,NULL,ClaudiaGao,1977-08-16,Female,claudia13@adventure-works.com,2019-02-23
13691,231,Billericay,United Kingdom,NULL,ArianaBailey,1983-10-19,Female,ariana14@adventure-works.com,2019-02-25
13692,235,Cambridge,United Kingdom,NULL,CurtisLi,1983-10-18,Male,curtis3@adventure-works.com,2021-10-23
13693,245,London,United Kingdom,NULL,DominicGonzalez,1976-08-05,Male,dominic19@adventure-works.com,2019-02-18
13694,238,Gateshead,United Kingdom,NULL,SavannahGray,1982-12-10,Female,savannah4@adventure-works.com,2021-04-05
13695,189,Roubaix,France,NULL,ChristianClark,1976-10-20,Male,christian38@adventure-works.com,2021-06-18
13696,171,Neunkirchen,Germany,NULL,KatherineEdwards,1977-05-14,Female,katherine50@adventure-works.com,2021-02-21
13697,172,Offenbach,Germany,NULL,JésusMunoz,1976-12-21,Male,jésus6@adventure-works.com,2019-04-24
13698,133,Kassel,Germany,NULL,CatherineSanchez,1976-03-31,Female,catherine21@adventure-works.com,2021-02-20
13699,545,Milwaukie,United States,NULL,RachelAlexander,1980-07-21,Female,rachel67@adventure-works.com,2021-10-15
13700,314,Daly City,United States,NULL,EvanHoward,1980-08-30,Male,evan12@adventure-works.com,2020-05-24
13701,56,Newton,Canada,NULL,HaleyScott,1980-05-22,Female,haley51@adventure-works.com,2021-04-30
13702,307,Chula Vista,United States,NULL,JessieSuarez,1979-12-14,Female,jessie38@adventure-works.com,2020-05-17
13703,623,Kirkland,United States,NULL,MackenzieSanders,1979-12-02,Female,mackenzie2@adventure-works.com,2021-05-06
13704,644,Walla Walla,United States,NULL,VictoriaDavis,1980-03-09,Female,victoria6@adventure-works.com,2020-05-13
13705,547,Portland,United States,NULL,BlakeMitchell,1980-02-09,Male,blake38@adventure-works.com,2020-05-15
13706,49,Cliffside,Canada,NULL,KaitlynPeterson,1980-12-13,Female,kaitlyn61@adventure-works.com,2021-11-28
13707,62,Royal Oak,Canada,NULL,AustinSmith,1981-05-18,Male,austin39@adventure-works.com,2021-08-29
13708,49,Cliffside,Canada,NULL,JenniferBennett,1971-10-01,Female,jennifer76@adventure-works.com,2021-02-25
13709,51,Langford,Canada,NULL,ZacharyRobinson,1983-02-07,Male,zachary49@adventure-works.com,2021-11-11
13710,59,Oak Bay,Canada,NULL,DestinyHarris,1972-01-11,Female,destiny13@adventure-works.com,2021-10-30
13711,62,Royal Oak,Canada,NULL,ThomasMitchell,1972-01-29,Male,thomas48@adventure-works.com,2021-11-16
13712,536,Beaverton,United States,NULL,NancyMartinez,1971-12-30,Female,nancy21@adventure-works.com,2020-05-04
13713,638,Sedro Woolley,United States,NULL,AlexanderWalker,1971-08-06,Male,alexander10@adventure-works.com,2020-05-27
13714,545,Milwaukie,United States,NULL,AmandaWard,1959-01-15,Female,amanda12@adventure-works.com,2020-05-11
13715,307,Chula Vista,United States,NULL,EduardoSanchez,1964-06-21,Male,eduardo84@adventure-works.com,2020-06-23
13716,315,Downey,United States,NULL,BrandonJai,1958-12-11,Male,brandon28@adventure-works.com,2020-06-12
13717,536,Beaverton,United States,NULL,AudreyGill,1959-01-10,Female,audrey15@adventure-works.com,2021-05-17
13718,634,Redmond,United States,NULL,MarcusBarnes,1959-02-21,Male,marcus52@adventure-works.com,2020-05-31
13719,51,Langford,Canada,NULL,IsaacCarter,1960-05-26,Male,isaac32@adventure-works.com,2021-05-26
13720,66,Sooke,Canada,NULL,CameronJohnson,1960-03-18,Male,cameron43@adventure-works.com,2021-09-13
13721,631,Olympia,United States,NULL,LucasHoward,1965-04-08,Male,lucas83@adventure-works.com,2020-06-18
13722,633,Puyallup,United States,NULL,LukeCampbell,1960-06-22,Male,luke38@adventure-works.com,2020-06-21
13723,301,Burbank,United States,NULL,LeonardRaje,1965-08-02,Male,leonard15@adventure-works.com,2021-11-01
13724,339,Mill Valley,United States,NULL,CharlesThompson,1959-08-11,Male,charles19@adventure-works.com,2020-06-10
13725,361,San Gabriel,United States,NULL,NathanHenderson,1965-10-04,Male,nathan1@adventure-works.com,2020-06-18
13726,374,Torrance,United States,NULL,AustinLewis,1960-01-01,Male,austin36@adventure-works.com,2020-06-14
13727,299,Berkeley,United States,NULL,PaulaRubio,1971-10-02,Female,paula22@adventure-works.com,2021-12-10
13728,298,Bellflower,United States,NULL,TaylorStewart,1961-02-22,Female,taylor1@adventure-works.com,2020-06-25
13729,638,Sedro Woolley,United States,NULL,JasonLi,1961-04-08,Male,jason24@adventure-works.com,2020-06-24
13730,609,Bellingham,United States,NULL,WalterSuarez,1961-06-23,Male,walter12@adventure-works.com,2020-05-30
13731,312,Coronado,United States,NULL,JanJames,1960-10-15,Female,jan6@adventure-works.com,2022-01-23
13732,54,N. Vancouver,Canada,NULL,JulianIsla,1971-10-02,Female,julian0@adventure-works.com,2021-02-03
13733,612,Burien,United States,NULL,SydneyCollins,1962-03-21,Female,sydney46@adventure-works.com,2020-06-01
13734,299,Berkeley,United States,NULL,KristiGonzalez,1973-01-02,Female,kristi36@adventure-works.com,2020-06-05
13735,611,Bremerton,United States,NULL,DennisGuo,1961-11-04,Male,dennis19@adventure-works.com,2020-06-03
13736,372,Spring Valley,United States,NULL,ColeRivera,1978-01-16,Male,cole17@adventure-works.com,2020-06-09
13737,298,Bellflower,United States,NULL,GarrettSanders,1962-05-24,Male,garrett7@adventure-works.com,2021-07-01
13738,338,Los Angeles,United States,NULL,JoseYoung,1961-09-22,Male,jose53@adventure-works.com,2022-01-16
13739,635,Renton,United States,NULL,JasonColeman,1962-02-12,Male,jason3@adventure-works.com,2021-08-24
13740,644,Walla Walla,United States,NULL,JadaRamirez,1963-04-06,Female,jada3@adventure-works.com,2021-08-29
13741,329,Imperial Beach,United States,NULL,HaleyMorgan,1963-04-18,Female,haley4@adventure-works.com,2020-06-15
13742,611,Bremerton,United States,NULL,BenjaminRoss,1963-04-19,Male,benjamin5@adventure-works.com,2020-07-21
13743,59,Oak Bay,Canada,NULL,IsabellaAnderson,1963-04-21,Female,isabella65@adventure-works.com,2021-11-07
13744,611,Bremerton,United States,NULL,AlvinAndersen,1968-10-08,Male,alvin35@adventure-works.com,2020-07-28
13745,545,Milwaukie,United States,NULL,AndrewRobinson,1962-07-28,Male,andrew25@adventure-works.com,2020-07-27
13746,299,Berkeley,United States,NULL,JanelleMadan,1962-08-24,Female,janelle7@adventure-works.com,2020-07-10
13747,623,Kirkland,United States,NULL,BrianTorres,1974-04-06,Male,brian16@adventure-works.com,2020-07-30
13748,635,Renton,United States,NULL,JoséMartinez,1969-04-06,Male,josé79@adventure-works.com,2021-04-20
13749,302,Burlingame,United States,NULL,JulioAlonso,1969-09-18,Male,julio8@adventure-works.com,2021-06-24
13750,611,Bremerton,United States,NULL,RaymondSai,1963-12-01,Male,raymond7@adventure-works.com,2021-06-08
13751,68,Vancouver,Canada,NULL,AllisonRivera,1964-03-18,Female,allison16@adventure-works.com,2021-06-20
13752,331,La Jolla,United States,NULL,IsabellaParker,1963-09-09,Female,isabella38@adventure-works.com,2021-08-14
13753,355,Redwood City,United States,NULL,RebeccaNicholls,1963-08-30,Female,rebecca12@adventure-works.com,2022-01-28
13754,607,Ballard,United States,NULL,PaigePeterson,1964-01-24,Female,paige28@adventure-works.com,2021-12-18
13755,536,Beaverton,United States,NULL,LukeRoberts,1970-01-15,Male,luke35@adventure-works.com,2021-12-03
13756,66,Sooke,Canada,NULL,KayleeYoung,1964-11-28,Female,kaylee40@adventure-works.com,2021-03-01
13757,618,Issaquah,United States,NULL,JordynGriffin,1965-01-02,Female,jordyn19@adventure-works.com,2021-08-06
13758,51,Langford,Canada,NULL,AlexandriaBell,1964-11-18,Female,alexandria36@adventure-works.com,2021-02-04
13759,316,El Cajon,United States,NULL,JacksonScott,1965-01-13,Male,jackson44@adventure-works.com,2021-04-03
13760,52,Langley,Canada,NULL,BrianCooper,1964-12-21,Male,brian20@adventure-works.com,2021-06-13
13761,546,Oregon City,United States,NULL,LoganPowell,1965-03-01,Male,logan11@adventure-works.com,2021-06-24
13762,62,Royal Oak,Canada,NULL,GavinLong,1964-08-20,Male,gavin9@adventure-works.com,2021-03-27
13763,648,Yakima,United States,NULL,StephanieRichardson,1965-04-09,Female,stephanie15@adventure-works.com,2021-09-10
13764,186,Dunkerque,France,NULL,StephanieParker,1973-12-15,Female,stephanie55@adventure-works.com,2021-03-17
13765,254,London,United Kingdom,NULL,JaimeShen,1974-02-08,Male,jaime26@adventure-works.com,2019-03-02
13766,194,Paris,France,NULL,JoeGill,1973-08-03,Male,joe37@adventure-works.com,2020-01-14
13767,150,München,Germany,NULL,LindaJimenez,1974-05-16,Female,linda20@adventure-works.com,2019-04-10
13768,216,Courbevoie,France,NULL,RossMunoz,1979-04-17,Male,ross27@adventure-works.com,2020-01-17
13769,205,Lieusaint,France,NULL,BrendanKumar,1974-03-02,Male,brendan6@adventure-works.com,2020-01-17
13770,131,Frankfurt,Germany,NULL,GeraldMoreno,1974-01-23,Male,gerald14@adventure-works.com,2019-04-19
13771,147,Hamburg,Germany,NULL,VictorMoreno,1979-12-21,Male,victor8@adventure-works.com,2019-05-09
13772,265,Peterborough,United Kingdom,NULL,MichelePerez,1974-04-23,Female,michele34@adventure-works.com,2019-03-06
13773,186,Dunkerque,France,NULL,DanaBlanco,1972-10-19,Female,dana8@adventure-works.com,2021-07-10
13774,132,Hamburg,Germany,NULL,SteveGuo,1973-01-07,Male,steve20@adventure-works.com,2019-05-28
13775,157,Hannover,Germany,NULL,PatriciaSubram,1978-03-12,Female,patricia16@adventure-works.com,2021-12-19
13776,231,Billericay,United Kingdom,NULL,MiguelCarter,1931-08-13,Male,miguel36@adventure-works.com,2021-03-08
13777,254,London,United Kingdom,NULL,ManuelPerez,1973-05-12,Male,manuel19@adventure-works.com,2019-03-26
13778,156,Braunschweig,Germany,NULL,RogerHuang,1973-05-11,Male,roger10@adventure-works.com,2019-05-08
13779,202,Paris,France,NULL,ManuelGarcia,1972-05-09,Male,manuel13@adventure-works.com,2020-01-02
13780,215,Colombes,France,NULL,MonicaPerez,1972-01-17,Female,monica20@adventure-works.com,2021-11-24
13781,194,Paris,France,NULL,DominiquePatel,1972-09-21,Female,dominique3@adventure-works.com,2021-06-03
13782,144,Essen,Germany,NULL,KelliLu,1978-07-17,Female,kelli12@adventure-works.com,2019-05-03
13783,265,Peterborough,United Kingdom,NULL,LoganWright,1972-11-29,Male,logan47@adventure-works.com,2019-03-18
13784,271,Warrington,United Kingdom,NULL,SpencerGriffin,1971-07-02,Male,spencer23@adventure-works.com,2019-03-08
13785,254,London,United Kingdom,NULL,ClaytonShe,1971-08-25,Male,clayton20@adventure-works.com,2021-04-29
13786,133,Kassel,Germany,NULL,JonChavez,1972-04-03,Male,jon11@adventure-works.com,2021-08-04
13787,119,Grevenbroich,Germany,NULL,GlennCai,1972-01-11,Male,glenn22@adventure-works.com,2021-05-16
13788,232,Birmingham,United Kingdom,NULL,KariFernandez,1977-05-11,Female,kari16@adventure-works.com,2021-03-30
13789,174,Saarbrücken,Germany,NULL,JulieShan,1970-11-17,Female,julie15@adventure-works.com,2019-05-09
13790,170,Münster,Germany,NULL,NinaDeng,1970-12-17,Female,nina1@adventure-works.com,2019-05-17
13791,259,Milton Keynes,United Kingdom,NULL,AudreyMartin,1971-04-25,Female,audrey1@adventure-works.com,2021-06-05
13792,279,York,United Kingdom,NULL,CharlesTaylor,1970-10-12,Male,charles12@adventure-works.com,2019-03-02
13793,189,Roubaix,France,NULL,JasonGonzales,1971-04-18,Male,jason14@adventure-works.com,2020-01-18
13794,276,Woolston,United Kingdom,NULL,MalloryMartin,1970-02-23,Female,mallory8@adventure-works.com,2019-03-30
13795,146,Frankfurt am Main,Germany,NULL,CarlRaje,1969-08-01,Male,carl13@adventure-works.com,2019-05-05
13796,130,Duesseldorf,Germany,NULL,MarthaZheng,1969-03-03,Female,martha19@adventure-works.com,2021-11-01
13797,168,Kiel,Germany,NULL,FranklinGao,1974-06-03,Male,franklin14@adventure-works.com,2021-12-30
13798,274,West Sussex,United Kingdom,NULL,TammyRandall,1968-09-15,Female,tammy12@adventure-works.com,2021-12-05
13799,207,Chatou,France,NULL,BryanBailey,1977-08-16,Male,bryan16@adventure-works.com,2020-01-16
13800,187,Lille,France,NULL,LoganLi,1969-01-29,Male,logan26@adventure-works.com,2020-01-21
13801,207,Chatou,France,NULL,ColleenAndersen,1969-05-09,Female,colleen36@adventure-works.com,2020-02-09
13802,186,Dunkerque,France,NULL,TinaSubram,1939-10-25,Female,tina14@adventure-works.com,2021-02-22
13803,175,Saarlouis,Germany,NULL,KrystalZheng,1940-01-31,Female,krystal19@adventure-works.com,2021-08-12
13804,232,Birmingham,United Kingdom,NULL,DawnLuo,1976-01-10,Female,dawn29@adventure-works.com,2021-12-31
13805,267,Runcorn,United Kingdom,NULL,GabrielHernandez,1970-12-02,Male,gabriel49@adventure-works.com,2021-05-29
13806,225,Orly,France,NULL,BryantMehta,1969-12-03,Male,bryant13@adventure-works.com,2020-02-12
13807,130,Duesseldorf,Germany,NULL,FrederickRana,1970-04-11,Male,frederick10@adventure-works.com,2019-06-28
13808,117,Erlangen,Germany,NULL,RichardPerez,1975-10-31,Male,richard31@adventure-works.com,2019-06-05
13809,259,Milton Keynes,United Kingdom,NULL,LisaZhou,1969-07-04,Female,lisa12@adventure-works.com,2021-04-18
13810,273,Watford,United Kingdom,NULL,VanessaBarnes,1969-10-06,Female,vanessa3@adventure-works.com,2021-12-19
13811,220,Bobigny,France,NULL,SandraChen,1968-10-15,Female,sandra8@adventure-works.com,2020-02-23
13812,183,Orleans,France,NULL,JoannaMunoz,1968-11-22,Female,joanna6@adventure-works.com,2020-02-10
13813,224,Tremblay-en-France,France,NULL,KristenSun,1969-05-22,Female,kristen12@adventure-works.com,2021-03-03
13814,234,Bury,United Kingdom,NULL,SarahWalker,1984-09-04,Female,sarah0@adventure-works.com,2021-03-22
13815,245,London,United Kingdom,NULL,LaceyLin,1985-05-01,Female,lacey20@adventure-works.com,2021-02-09
13816,265,Peterborough,United Kingdom,NULL,MarissaHenderson,1985-03-15,Female,marissa3@adventure-works.com,2021-04-23
13817,215,Colombes,France,NULL,JennyHuang,1984-04-04,Female,jenny8@adventure-works.com,2021-06-13
13818,221,Drancy,France,NULL,DawnChander,1984-02-17,Female,dawn40@adventure-works.com,2021-01-31
13819,211,Les Ulis,France,NULL,MaxGill,1983-09-29,Male,max13@adventure-works.com,2021-06-22
13820,257,London,United Kingdom,NULL,DannyAlvarez,1969-04-06,Male,danny5@adventure-works.com,2019-03-28
13821,276,Woolston,United Kingdom,NULL,AllenLopez,1968-11-11,Male,allen15@adventure-works.com,2019-03-01
13822,117,Erlangen,Germany,NULL,JayMoyer,1967-12-06,Male,jay36@adventure-works.com,2019-06-14
13823,213,Verrieres Le Buisson,France,NULL,MargaretZheng,1973-05-02,Female,margaret26@adventure-works.com,2020-02-16
13824,162,Werne,Germany,NULL,DestinyWood,1984-02-03,Female,destiny50@adventure-works.com,2021-10-20
13825,187,Lille,France,NULL,KelvinMa,1983-05-13,Male,kelvin34@adventure-works.com,2021-08-25
13826,127,Darmstadt,Germany,NULL,CandiceHe,1983-05-25,Female,candice2@adventure-works.com,2021-11-06
13827,131,Frankfurt,Germany,NULL,NathanHarris,1983-03-31,Male,nathan71@adventure-works.com,2021-07-17
13828,167,Frankfurt am Main,Germany,NULL,JessieTravers,1983-01-02,Female,jessie31@adventure-works.com,2021-10-31
13829,119,Grevenbroich,Germany,NULL,RandallCarlson,1982-09-08,Male,randall20@adventure-works.com,2019-06-13
13830,237,Esher-Molesey,United Kingdom,NULL,AndreaCox,1983-01-31,Female,andrea11@adventure-works.com,2021-12-11
13831,212,Morangis,France,NULL,EddieAlvarez,1981-05-19,Male,eddie5@adventure-works.com,2021-03-06
13832,216,Courbevoie,France,NULL,PriscillaRaji,1981-10-25,Female,priscilla20@adventure-works.com,2021-03-20
13833,221,Drancy,France,NULL,NoahLewis,1981-10-05,Male,noah68@adventure-works.com,2021-11-18
13834,212,Morangis,France,NULL,NaomiSuarez,1981-12-25,Female,naomi19@adventure-works.com,2021-11-09
13835,196,Paris,France,NULL,HaileyBrooks,1981-09-01,Female,hailey19@adventure-works.com,2021-08-28
13836,120,Hof,Germany,NULL,DominicSara,1981-10-05,Male,dominic10@adventure-works.com,2019-06-01
13837,120,Hof,Germany,NULL,AlyssaLee,1982-02-10,Female,alyssa22@adventure-works.com,2021-11-12
13838,263,Oxford,United Kingdom,NULL,JillRubio,1981-12-25,Female,jill29@adventure-works.com,2021-09-11
13839,206,Roissy en Brie,France,NULL,ManuelMadan,1979-09-05,Male,manuel6@adventure-works.com,2020-02-03
13840,191,Boulogne-sur-Mer,France,NULL,TommyPal,1979-10-01,Male,tommy9@adventure-works.com,2020-02-25
13841,278,York,United Kingdom,NULL,ClaytonKumar,1979-07-04,Male,clayton26@adventure-works.com,2019-03-22
13842,156,Braunschweig,Germany,NULL,KennethXie,1985-07-12,Male,kenneth3@adventure-works.com,2019-06-15
13843,208,Saint Germain en Laye,France,NULL,WarrenXie,1980-12-19,Male,warren38@adventure-works.com,2021-03-11
13844,151,Paderborn,Germany,NULL,PhillipMehta,1981-02-06,Male,phillip15@adventure-works.com,2019-06-26
13845,241,Kirkby,United Kingdom,NULL,ShawnNara,1981-04-24,Male,shawn18@adventure-works.com,2019-03-25
13846,261,Newcastle upon Tyne,United Kingdom,NULL,LisaZheng,1980-12-08,Female,lisa22@adventure-works.com,2019-03-30
13847,263,Oxford,United Kingdom,NULL,KurtTang,1981-01-21,Male,kurt3@adventure-works.com,2019-03-20
13848,552,W. Linn,United States,NULL,MelissaBlue,1983-03-23,Female,melissa36@adventure-works.com,2021-02-09
13849,536,Beaverton,United States,NULL,PrestonRodriguez,1977-08-31,Male,preston17@adventure-works.com,2020-07-08
13850,300,Beverly Hills,United States,NULL,AnthonyThompson,1978-02-13,Male,anthony1@adventure-works.com,2021-06-03
13851,60,Port Hammond,Canada,NULL,SethMoore,1978-01-05,Male,seth8@adventure-works.com,2021-11-11
13852,54,N. Vancouver,Canada,NULL,IanRobinson,1978-08-01,Male,ian16@adventure-works.com,2021-11-28
13853,56,Newton,Canada,NULL,ConnorZhang,1979-04-17,Male,connor18@adventure-works.com,2021-12-13
13854,307,Chula Vista,United States,NULL,KyleParker,1979-05-09,Male,kyle29@adventure-works.com,2020-07-24
13855,310,Colma,United States,NULL,SarahWashington,1984-08-02,Female,sarah38@adventure-works.com,2020-07-22
13856,336,Lincoln Acres,United States,NULL,IanScott,1976-09-20,Male,ian28@adventure-works.com,2020-07-12
13857,553,Woodburn,United States,NULL,VictoriaThompson,1976-12-02,Female,victoria16@adventure-works.com,2021-12-10
13858,359,San Diego,United States,NULL,MelanieRichardson,1982-03-14,Female,melanie35@adventure-works.com,2021-08-10
13859,302,Burlingame,United States,NULL,KristinDeng,1976-08-30,Female,kristin3@adventure-works.com,2021-12-24
13860,50,Haney,Canada,NULL,OliviaWatson,1978-05-09,Female,olivia44@adventure-works.com,2021-02-01
13861,635,Renton,United States,NULL,HaileyRogers,1983-09-08,Female,hailey2@adventure-works.com,2021-07-30
13862,298,Bellflower,United States,NULL,AndrewWalker,1978-06-03,Male,andrew30@adventure-works.com,2020-07-23
13863,299,Berkeley,United States,NULL,KevinLong,1977-07-18,Male,kevin12@adventure-works.com,2021-09-08
13864,299,Berkeley,United States,NULL,RobinTorres,1983-10-19,Female,robin8@adventure-works.com,2021-07-06
13865,347,Novato,United States,NULL,MariahFoster,1977-12-21,Female,mariah21@adventure-works.com,2020-07-31
13866,359,San Diego,United States,NULL,MyaButler,1978-02-13,Female,mya14@adventure-works.com,2020-08-13
13867,626,Lynnwood,United States,NULL,LukeGriffin,1976-03-25,Male,luke10@adventure-works.com,2021-06-01
13868,548,Salem,United States,NULL,ShelbyMorris,1976-01-10,Female,shelby18@adventure-works.com,2021-03-24
13869,302,Burlingame,United States,NULL,AnnaMorgan,1974-08-09,Female,anna8@adventure-works.com,2021-11-02
13870,543,Lebanon,United States,NULL,JonathanClark,1975-01-18,Male,jonathan73@adventure-works.com,2020-08-25
13871,352,Palo Alto,United States,NULL,SarahGonzales,1980-09-28,Female,sarah41@adventure-works.com,2020-08-07
13872,627,Marysville,United States,NULL,AlyssaHenderson,1974-12-23,Female,alyssa51@adventure-works.com,2021-02-01
13873,311,Concord,United States,NULL,RussellJai,1977-02-07,Male,russell14@adventure-works.com,2020-08-05
13874,326,Grossmont,United States,NULL,AlyssaBryant,1986-05-22,Female,alyssa63@adventure-works.com,2021-07-24
13875,316,El Cajon,United States,NULL,SamanthaWilliams,1975-05-20,Female,samantha3@adventure-works.com,2022-01-24
13876,307,Chula Vista,United States,NULL,SebastianMurphy,1975-02-08,Male,sebastian15@adventure-works.com,2021-07-11
13877,334,Lakewood,United States,NULL,AdamLal,1974-02-16,Male,adam25@adventure-works.com,2020-08-21
13878,59,Oak Bay,Canada,NULL,SebastianGray,1974-01-01,Male,sebastian7@adventure-works.com,2021-12-15
13879,298,Bellflower,United States,NULL,DerrickHernandez,1974-03-08,Male,derrick4@adventure-works.com,2021-09-08
13880,612,Burien,United States,NULL,MarshallKumar,1973-09-12,Male,marshall29@adventure-works.com,2021-07-07
13881,648,Yakima,United States,NULL,JasmineWood,1979-05-04,Female,jasmine42@adventure-works.com,2021-08-27
13882,329,Imperial Beach,United States,NULL,MariahRussell,1973-04-14,Female,mariah24@adventure-works.com,2020-08-12
13883,337,Long Beach,United States,NULL,BrandonLal,1972-10-14,Male,brandon26@adventure-works.com,2020-08-18
13884,609,Bellingham,United States,NULL,JadaRogers,1972-11-28,Female,jada11@adventure-works.com,2020-08-09
13885,642,Tacoma,United States,NULL,BrianHoward,1981-05-04,Male,brian23@adventure-works.com,2020-07-31
13886,310,Colma,United States,NULL,RachelTaylor,1976-03-25,Female,rachel11@adventure-works.com,2020-08-13
13887,372,Spring Valley,United States,NULL,NathanScott,1981-10-08,Male,nathan43@adventure-works.com,2020-09-10
13888,616,Everett,United States,NULL,IanBrown,1984-05-01,Male,ian5@adventure-works.com,2021-10-29
13889,543,Lebanon,United States,NULL,RobertMartin,1972-02-07,Male,robert73@adventure-works.com,2020-09-14
13890,536,Beaverton,United States,NULL,JenniferCarter,1977-09-12,Female,jennifer12@adventure-works.com,2020-09-11
13891,334,Lakewood,United States,NULL,AaronSimmons,1972-06-05,Male,aaron14@adventure-works.com,2021-05-07
13892,545,Milwaukie,United States,NULL,SpencerDiaz,1977-11-21,Male,spencer24@adventure-works.com,2020-08-29
13893,536,Beaverton,United States,NULL,DaltonCarter,1983-02-07,Male,dalton35@adventure-works.com,2021-06-19
13894,611,Bremerton,United States,NULL,RobynRuiz,1974-08-25,Female,robyn1@adventure-works.com,2020-09-01
13895,611,Bremerton,United States,NULL,IsabellaBrooks,1975-06-24,Female,isabella8@adventure-works.com,2020-09-17
13896,612,Burien,United States,NULL,HaileyMitchell,1980-10-06,Female,hailey52@adventure-works.com,2020-10-11
13897,612,Burien,United States,NULL,CarolWashington,1975-05-24,Male,carol19@adventure-works.com,2020-10-23
13898,539,Corvallis,United States,NULL,RichardBaker,1986-04-06,Male,richard27@adventure-works.com,2020-10-19
13899,631,Olympia,United States,NULL,CameronJones,1986-02-10,Male,cameron44@adventure-works.com,2021-04-13
13900,631,Olympia,United States,NULL,IsaacCampbell,1985-10-07,Male,isaac29@adventure-works.com,2021-04-19
13901,552,W. Linn,United States,NULL,OscarFoster,1975-04-20,Male,oscar2@adventure-works.com,2021-06-11
13902,311,Concord,United States,NULL,JeremiahSimmons,1974-09-15,Male,jeremiah33@adventure-works.com,2021-07-12
13903,316,El Cajon,United States,NULL,ElijahHernandez,1975-05-27,Male,elijah45@adventure-works.com,2020-09-29
13904,329,Imperial Beach,United States,NULL,NatalieThompson,1980-03-05,Female,natalie83@adventure-works.com,2020-10-24
13905,331,La Jolla,United States,NULL,ChristianHenderson,1980-03-03,Male,christian19@adventure-works.com,2020-10-25
13906,631,Olympia,United States,NULL,CourtneyEvans,1976-06-21,Female,courtney0@adventure-works.com,2020-10-06
13907,611,Bremerton,United States,NULL,MistyXie,1976-02-19,Female,misty4@adventure-works.com,2020-10-21
13908,49,Cliffside,Canada,NULL,AlyssaDiaz,1971-01-17,Female,alyssa66@adventure-works.com,2021-05-07
13909,50,Haney,Canada,NULL,RileyPrice,1970-07-21,Female,riley0@adventure-works.com,2021-05-05
13910,638,Sedro Woolley,United States,NULL,IsabelleButler,1976-03-05,Female,isabelle13@adventure-works.com,2020-10-06
13911,637,Seattle,United States,NULL,AndreaKelly,1970-11-23,Female,andrea3@adventure-works.com,2020-09-30
13912,312,Coronado,United States,NULL,CarolineSimmons,1976-03-16,Female,caroline16@adventure-works.com,2020-11-06
13913,299,Berkeley,United States,NULL,AngelaRogers,1971-03-18,Female,angela45@adventure-works.com,2021-07-08
13914,307,Chula Vista,United States,NULL,AbigailBell,1970-04-22,Female,abigail9@adventure-works.com,2021-04-26
13915,325,Glendale,United States,NULL,AllisonKing,1975-10-18,Female,allison42@adventure-works.com,2020-11-17
13916,71,Westminster,Canada,NULL,EduardoWard,1981-05-24,Male,eduardo71@adventure-works.com,2021-12-14
13917,347,Novato,United States,NULL,SamuelAllen,1969-08-16,Male,samuel52@adventure-works.com,2020-11-27
13918,43,Burnaby,Canada,NULL,ArmandoBlanco,1970-01-02,Male,armando16@adventure-works.com,2021-12-16
13919,325,Glendale,United States,NULL,GraceSmith,1929-10-21,Female,grace24@adventure-works.com,2022-01-04
13920,66,Sooke,Canada,NULL,AmandaRogers,1969-09-18,Female,amanda2@adventure-works.com,2021-04-07
13921,311,Concord,United States,NULL,JosephJones,1974-05-07,Male,joseph9@adventure-works.com,2021-10-04
13922,548,Salem,United States,NULL,JacksonFoster,1974-05-03,Male,jackson18@adventure-works.com,2021-11-14
